"city","floor","listing_id","listing_title","listing_url","neighborhood","num_bathrooms","num_rooms","price_dh","price_per_m2","property_type","scraped_at","standing","state","surface_m2","transaction_type"
"marrakech","2","8269551","Achat vente appartement Guéliz Marrakech","https://www.mubawab.ma/fr/a/8269551/achat-vente-appartement-gu%C3%A9liz-marrakech","camp al ghoul","1","2","1400000","25925.93","appartement","2026-03-28T20:37:42.995Z","","etat_bon_/_habitable","54","vente"
"marrakech",,"8298802","Appartement à vendre","https://www.mubawab.ma/fr/a/8298802/appartement-%C3%A0-vendre","route de safi","1",,"1500000",,"appartement","2026-03-28T20:37:47.142Z","","projet_neuf",,"vente"
"marrakech","5","8256205","Achat vente appartement piscine majorelle marrakec","https://www.mubawab.ma/fr/a/8256205/achat-vente-appartement-piscine-majorelle-marrakec","majorelle","2","3","1800000","20000","appartement","2026-03-28T20:37:47.145Z","","etat_bon_/_habitable","90","vente"
"marrakech","1","7996118","Appartement de luxe 2 chambre meublè","https://www.mubawab.ma/fr/a/7996118/appartement-de-luxe-2-chambre-meubl%C3%A8","agdal","2","4","2300000","29487.18","appartement","2026-03-28T20:37:51.554Z","","etat_bon_/_habitable","78","unknown"
"marrakech",,"8181700","Studio à vendre à Izdihar Marrakech","https://www.mubawab.ma/fr/pa/8181700/studio-%C3%A0-vendre-%C3%A0-izdihar-marrakech","izdihar","1",,"705000","15000","appartement","2026-03-28T20:37:57.151Z","haut_standing","en_cours_de_construction","47","vente"
"marrakech",,"7915633","Superbe appartement à vendre à Guéliz. Surface de 65 m²","https://www.mubawab.ma/fr/pa/7915633/superbe-appartement-%C3%A0-vendre-%C3%A0-gu%C3%A9liz-surface-de-65-m%C2%B2","gueliz","1","2","1675000","25769.23","appartement","2026-03-28T20:37:57.172Z","haut_standing","en_cours_de_construction","65","vente"
"marrakech",,"8276951","Vente d'un bel appartement à Hay Targa 2 chambres agréables","https://www.mubawab.ma/fr/pa/8276951/vente-d-un-bel-appartement-%C3%A0-hay-targa-2-chambres-agr%C3%A9ables","hay targa","2","2","1332000","18000","appartement","2026-03-28T20:37:57.374Z","haut_standing","en_cours_de_construction","74","vente"
"marrakech",,"8304903","Appartement à l'achat à Mhamid. 3 chambres agréables","https://www.mubawab.ma/fr/pa/8304903/appartement-%C3%A0-l-achat-%C3%A0-mhamid-3-chambres-agr%C3%A9ables","mhamid","2","4","510000","8500","appartement","2026-03-28T20:37:57.667Z","moyen_standing","en_cours_de_construction","60","unknown"
"marrakech","1","8317262","Vend appartement à Riad Al Atlas. 2 pièces confortables","https://www.mubawab.ma/fr/a/8317262/vend-appartement-%C3%A0-riad-al-atlas-2-pi%C3%A8ces-confortables","hivernage","1","2","1200000","25000","appartement","2026-03-28T20:38:04.553Z","","projet_neuf","48","unknown"
"marrakech","2","8317359","Appartement en vente à Riad Al Atlas. 1 chambre. Meublé","https://www.mubawab.ma/fr/a/8317359/appartement-en-vente-%C3%A0-riad-al-atlas-1-chambre-meubl%C3%A9","samlalia","2","2","1300000","23636.36","appartement","2026-03-28T20:38:05.145Z","","projet_neuf","55","vente"
"marrakech",,"8140935","Vente d'un bel appartement à Marrakech. Surface totale 137 m²","https://www.mubawab.ma/fr/pa/8140935/vente-d-un-bel-appartement-%C3%A0-marrakech-surface-totale-137-m%C2%B2","route casablanca","1","3","1515000","11058.39","appartement","2026-03-28T20:38:05.579Z","haut_standing","etat_bon_/_habitable","137","vente"
"marrakech",,"8322493","Appartement à l'achat à Hivernage. 
Surface de 200 m². 
Meublé","https://www.mubawab.ma/fr/a/8322493/appartement-%C3%A0-l-achat-%C3%A0-hivernage-surface-de-200-m%C2%B2-meubl%C3%A9","hivernage","2","4","4000000","20000","appartement","2026-03-28T20:38:06.354Z","","etat_bon_/_habitable","200","unknown"
"marrakech",,"8011328","Luxe Studio avec Terrasse","https://www.mubawab.ma/fr/a/8011328/luxe-studio-avec-terrasse","samlalia","1","2","1080000","21600","appartement","2026-03-28T20:38:10.444Z","","projet_neuf","50","unknown"
"marrakech",,"7891443","Apprt meublé rez de jardin à vendre 
Prestigia kech","https://www.mubawab.ma/fr/a/7891443/apprt-meubl%C3%A9-rez-de-jardin-%C3%A0-vendre-prestigia-kech","agdal","2","3","2500000","32467.53","appartement","2026-03-28T20:38:14.439Z","","etat_bon_/_habitable","77","vente"
"marrakech",,"8226809","Appartement en vente el Massira 1","https://www.mubawab.ma/fr/a/8226809/appartement-en-vente-el-massira-1","massira 1","2","5","1200000","10909.09","appartement","2026-03-28T20:38:14.586Z","","etat_bon_/_habitable","110","vente"
"marrakech","2","8310101","Vente appartement 2 chambres prestigia golf city Marrakech piscine collective","https://www.mubawab.ma/fr/a/8310101/vente-appartement-2-chambres-prestigia-golf-city-marrakech-piscine-collective","agdal","2","3",,,"appartement","2026-03-28T20:38:21.844Z","","etat_bon_/_habitable","75","vente"
"marrakech","1","8116275","Appartement Neuf 84 m² à Guéliz","https://www.mubawab.ma/fr/a/8116275/appartement-neuf-84-m%C2%B2-%C3%A0-gu%C3%A9liz","gueliz","2","3","1600000","19277.11","appartement","2026-03-28T20:38:22.274Z","","etat_bon_/_habitable","83","unknown"
"marrakech","1","8266621","Guéliz Appartement 2 chambres à vendre","https://www.mubawab.ma/fr/a/8266621/gu%C3%A9liz-appartement-2-chambres-%C3%A0-vendre","gueliz","1","3","2200000","20370.37","appartement","2026-03-28T20:38:25.380Z","","etat_bon_/_habitable","108","vente"
"marrakech","4","8297372","Idéal investisseur. Appartement 1ch salon","https://www.mubawab.ma/fr/a/8297372/id%C3%A9al-investisseur-appartement-1ch-salon","gueliz","1","2","1100000","22448.98","appartement","2026-03-28T20:38:28.446Z","","etat_bon_/_habitable","49","unknown"
"marrakech",,"7115907","Appartement de 52m² en vente Dyour Al Masjid","https://www.mubawab.ma/fr/pa/7115907/appartement-de-52m%C2%B2-en-vente-dyour-al-masjid","mhamid","1","3","400000","7692.31","appartement","2026-03-28T20:38:32.675Z","","finalise","52","vente"
"marrakech",,"8295733","Superbe appartement à vendre à Boulevard Med 6.3 belles chambres. Résidence avec piscine","https://www.mubawab.ma/fr/a/8295733/superbe-appartement-%C3%A0-vendre-%C3%A0-boulevard-med-6-3-belles-chambres-r%C3%A9sidence-avec-piscine","boulevard med 6","4","4","36000000","127659.57","appartement","2026-03-28T20:38:37.416Z","","projet_neuf","282","vente"
"marrakech",,"8154992","Vente d'un bel appartement. 3 chambres agréables","https://www.mubawab.ma/fr/pa/8154992/vente-d-un-bel-appartement-3-chambres-agr%C3%A9ables","gueliz","3","4","1395200","12800","appartement","2026-03-28T20:38:40.752Z","haut_standing","en_cours_de_construction","109","vente"
"marrakech",,"8268255","Superbe appartement à vendre à Majorelle. Surface de 47 m²","https://www.mubawab.ma/fr/pa/8268255/superbe-appartement-%C3%A0-vendre-%C3%A0-majorelle-surface-de-47-m%C2%B2","majorelle","1",,"846000","18000","appartement","2026-03-28T20:38:43.661Z","haut_standing","en_cours_de_construction","47","vente"
"marrakech",,"8158299","Bel appartement T3 de 65 m² Confort & emplacement privilégié","https://www.mubawab.ma/fr/pa/8158299/bel-appartement-t3-de-65-m%C2%B2-confort-emplacement-privil%C3%A9gi%C3%A9","gueliz","1","3","1130000","17384.62","appartement","2026-03-28T20:38:48.378Z","haut_standing","en_cours_de_construction","65","unknown"
"marrakech",,"8085742","Opportunité à saisir d'un appartement en vente allal fassi","https://www.mubawab.ma/fr/a/8085742/opportunit%C3%A9-%C3%A0-saisir-d-un-appartement-en-vente-allal-fassi","route casablanca","2","5","1200000","10000","appartement","2026-03-28T20:38:51.387Z","","etat_bon_/_habitable","120","vente"
"marrakech","4","8322786","Appartement à vendre bd abdelkarim khattabi","https://www.mubawab.ma/fr/a/8322786/appartement-%C3%A0-vendre-bd-abdelkarim-khattabi","route casablanca","2","3",,,"appartement","2026-03-28T20:38:55.273Z","","projet_neuf","81","vente"
"marrakech",,"8304578","Superbe opportunité d’acquisition — Appartement avec terrasse, à 5 minutes de Victor Hugo, Guéliz","https://www.mubawab.ma/fr/a/8304578/superbe-opportunit%C3%A9-d%E2%80%99acquisition-%E2%80%94-appartement-avec-terrasse-%C3%A0-5-minutes-de-victor-hugo-gu%C3%A9liz","hay mabrouka","1","3","750000","11194.03","appartement","2026-03-28T20:38:55.516Z","","etat_bon_/_habitable","67","unknown"
"marrakech",,"8268260","Appartement en vente à Majorelle. Surface de 47 m²","https://www.mubawab.ma/fr/pa/8268260/appartement-en-vente-%C3%A0-majorelle-surface-de-47-m%C2%B2","majorelle","1",,"846000","18000","appartement","2026-03-28T20:38:58.878Z","haut_standing","en_cours_de_construction","47","vente"
"tanger","4","8250944","Votre appart à Tanger vous attend","https://www.mubawab.ma/fr/pa/8250944/votre-appart-%C3%A0-tanger-vous-attend","beni touzine","2","3","1090000","12528.74","appartement","2026-03-28T20:39:13.370Z","moyen_standing","en_cours_de_construction","87","unknown"
"tanger",,"7952118","Vend appartement à Tanger. 2 belles chambres","https://www.mubawab.ma/fr/pa/7952118/vend-appartement-%C3%A0-tanger-2-belles-chambres","zone industrielle mghogha","2","3","600000","7792.21","appartement","2026-03-28T20:39:13.360Z","moyen_standing","en_cours_de_construction","77","unknown"
"tanger",,"7598650","Bel appartement à vendre à De La Plage. 2 belles chambres","https://www.mubawab.ma/fr/pa/7598650/bel-appartement-%C3%A0-vendre-%C3%A0-de-la-plage-2-belles-chambres","de la plage","1","3",,,"appartement","2026-03-28T20:39:17.845Z","haut_standing","finalise","97","vente"
"tanger","3","8279219","Opportunité d'investissement","https://www.mubawab.ma/fr/a/8279219/opportunit%C3%A9-d-investissement","malabata","2","3","2100000","19090.91","appartement","2026-03-28T20:39:19.377Z","","etat_bon_/_habitable","110","unknown"
"tanger","3","8315961","Opportunité rare appartement prestigieux à vendre","https://www.mubawab.ma/fr/a/8315961/opportunit%C3%A9-rare-appartement-prestigieux-%C3%A0-vendre","marjane","3","6",,,"appartement","2026-03-28T20:39:22.361Z","","etat_bon_/_habitable","205","vente"
"tanger","5","8291212","Appartement à vendre – Centre ville","https://www.mubawab.ma/fr/a/8291212/appartement-%C3%A0-vendre-%E2%80%93-centre-ville","centre","2","4","2500000","12500","appartement","2026-03-28T20:39:24.975Z","","etat_bon_/_habitable","200","vente"
"tanger","3","8290895","Appartement duplex meublé à vendre à Tanger","https://www.mubawab.ma/fr/a/8290895/appartement-duplex-meubl%C3%A9-%C3%A0-vendre-%C3%A0-tanger","administratif","2","5","2900000","16111.11","appartement","2026-03-28T20:39:27.865Z","","etat_bon_/_habitable","180","vente"
"tanger",,"8318326","Vend appartement à Malabata. 1 Pièce. Meublé","https://www.mubawab.ma/fr/a/8318326/vend-appartement-%C3%A0-malabata-1-pi%C3%A8ce-meubl%C3%A9","malabata","2","2","1750000","19444.44","appartement","2026-03-28T20:39:30.586Z","","projet_neuf","90","unknown"
"tanger",,"8146454","Vente appartement sur Tanger à Route Nationale Assilah. 2 chambres agréables","https://www.mubawab.ma/fr/pa/8146454/vente-appartement-sur-tanger-%C3%A0-route-nationale-assilah-2-chambres-agr%C3%A9ables","route nationale assilah (n1)","2","2","722500","8500","appartement","2026-03-28T20:39:34.239Z","moyen_standing","en_cours_de_construction","85","vente"
"tanger","2","8266111","Appartement 67 m² à vendre à tanger livraison 2026","https://www.mubawab.ma/fr/pa/8266111/appartement-67-m%C2%B2-%C3%A0-vendre-%C3%A0-tanger-livraison-2026","beni touzine","1","2","740000","11044.78","appartement","2026-03-28T20:39:35.041Z","moyen_standing","en_cours_de_construction","67","vente"
"tanger",,"7596446","Vend appartement à View Tower","https://www.mubawab.ma/fr/pa/7596446/vend-appartement-%C3%A0-view-tower","tanger city center",,"3","2560000","29425.29","appartement","2026-03-28T20:39:37.849Z","haut_standing","finalise","87","unknown"
"tanger",,"7598648","Superbe appartement à vendre à De La Plage. Surface totale 97 m²","https://www.mubawab.ma/fr/pa/7598648/superbe-appartement-%C3%A0-vendre-%C3%A0-de-la-plage-surface-totale-97-m%C2%B2","de la plage","1","3",,,"appartement","2026-03-28T20:39:41.766Z","haut_standing","finalise","97","vente"
"tanger","3","8043894","Un Cadre de Vie Exceptionnel à Tanger 90,","https://www.mubawab.ma/fr/pa/8043894/un-cadre-de-vie-exceptionnel-%C3%A0-tanger-90-","malabata","1","4","23500","460.78","appartement","2026-03-28T20:39:42.300Z","haut_standing","en_cours_de_construction","51","unknown"
"tanger","6","8099987","Appartement 2 chambres, ensoleillé à vendre","https://www.mubawab.ma/fr/a/8099987/appartement-2-chambres-ensoleill%C3%A9-%C3%A0-vendre","malabata","2","6","2262000","25704.55","appartement","2026-03-28T20:39:45.165Z","","etat_bon_/_habitable","88","vente"
"tanger","3","8249419","Magnifique Appartement vue mer","https://www.mubawab.ma/fr/a/8249419/magnifique-appartement-vue-mer","malabata","1","3","1800000","18000","appartement","2026-03-28T20:39:49.251Z","","a_renover","100","unknown"
"tanger","1","8222777","Appartement a vendre de 235m² a Iberia","https://www.mubawab.ma/fr/a/8222777/appartement-a-vendre-de-235m%C2%B2-a-iberia","iberie","3","8","6345000","27000","appartement","2026-03-28T20:39:50.353Z","","etat_bon_/_habitable","235","vente"
"tanger",,"8133228","Vente appartement 122 m² IBERIA 
Tanger Ref: VA400","https://www.mubawab.ma/fr/a/8133228/vente-appartement-122-m%C2%B2-iberia-tanger-ref-va400","iberie","2","4","1650000","13524.59","appartement","2026-03-28T20:39:50.482Z","","etat_bon_/_habitable","122","vente"
"tanger",,"8304263","Vente Appartement 96 m² PLAYA 
Tanger Ref: VZ414","https://www.mubawab.ma/fr/a/8304263/vente-appartement-96-m%C2%B2-playa-tanger-ref-vz414","de la plage","3","3","5000000","52083.33","appartement","2026-03-28T20:39:54.049Z","","projet_neuf","96","vente"
"tanger",,"8313470","Vente Appartement 105m² MALABATA 
Tanger Ref: VZ415","https://www.mubawab.ma/fr/a/8313470/vente-appartement-105m%C2%B2-malabata-tanger-ref-vz415","malabata","2","4","2500000","23809.52","appartement","2026-03-28T20:39:58.143Z","","projet_neuf","105","vente"
"tanger","3","8165947","Appartement à vendre à Baie Panoraique","https://www.mubawab.ma/fr/a/8165947/appartement-%C3%A0-vendre-%C3%A0-baie-panoraique","bella vista","2","4","2000000","15748.03","appartement","2026-03-28T20:39:58.240Z","","etat_bon_/_habitable","127","vente"
"tanger","8","7701111","Vente Appartement Vue Mer Sur Corniche De Tanger","https://www.mubawab.ma/fr/a/7701111/vente-appartement-vue-mer-sur-corniche-de-tanger","de la plage","1","3","2600000","13333.33","appartement","2026-03-28T20:39:58.755Z","","etat_bon_/_habitable","195","vente"
"tanger","6","8316512","Un joli appartement à vendre à Iberia","https://www.mubawab.ma/fr/a/8316512/un-joli-appartement-%C3%A0-vendre-%C3%A0-iberia","iberie","2","6","2500000","19083.97","appartement","2026-03-28T20:40:01.761Z","","etat_bon_/_habitable","131","vente"
"tanger",,"8314183","Appartement 91m² avec Grand Balcon Marjane Tanger","https://www.mubawab.ma/fr/a/8314183/appartement-91m%C2%B2-avec-grand-balcon-marjane-tanger","marjane","1","3","1350000","14835.16","appartement","2026-03-28T20:40:05.548Z","","etat_bon_/_habitable","91","unknown"
"tanger",,"8219264","Appartement 2 chambres à tanger près de la plage","https://www.mubawab.ma/fr/pa/8219264/appartement-2-chambres-%C3%A0-tanger-pr%C3%A8s-de-la-plage","route nationale assilah (n1)","1","2","663001","8500.01","appartement","2026-03-28T20:40:06.106Z","moyen_standing","en_cours_de_construction","78","unknown"
"tanger","2","8266114","Appartement à tanger Superficie 68 m²","https://www.mubawab.ma/fr/pa/8266114/appartement-%C3%A0-tanger-superficie-68-m%C2%B2","beni touzine","1","2","730000","10735.29","appartement","2026-03-28T20:40:09.745Z","moyen_standing","en_cours_de_construction","68","unknown"
"tanger",,"8222406","Villas 200 m² avec piscine à Achakar","https://www.mubawab.ma/fr/pa/8222406/villas-200-m%C2%B2-avec-piscine-%C3%A0-achakar","achakar","3","4",,,"appartement","2026-03-28T20:40:10.065Z","haut_standing","en_cours_de_construction","200","unknown"
"tanger",,"8219274","Appartement en vente à Route Nationale Assilah. Surface de 78 m²","https://www.mubawab.ma/fr/pa/8219274/appartement-en-vente-%C3%A0-route-nationale-assilah-surface-de-78-m%C2%B2","route nationale assilah (n1)","1","3","663007","8500.09","appartement","2026-03-28T20:40:12.771Z","moyen_standing","en_cours_de_construction","78","vente"
"tanger",,"8322762","Appartement idéal route de rabat","https://www.mubawab.ma/fr/a/8322762/appartement-id%C3%A9al-route-de-rabat","marjane","1","2","1387500","18500","appartement","2026-03-28T20:40:16.042Z","","projet_neuf","75","unknown"
"tanger",,"7596452","Superbe appartement à vendre à View tower. Surface totale 189","https://www.mubawab.ma/fr/pa/7596452/superbe-appartement-%C3%A0-vendre-%C3%A0-view-tower-surface-totale-189","tanger city center",,"3","2000000","35087.72","appartement","2026-03-28T20:40:18.153Z","haut_standing","finalise","57","vente"
"tanger",,"8219272","Appartement à vendre à gueznaia","https://www.mubawab.ma/fr/pa/8219272/appartement-%C3%A0-vendre-%C3%A0-gueznaia","route nationale assilah (n1)","1","2","663006","8500.08","appartement","2026-03-28T20:40:18.264Z","moyen_standing","en_cours_de_construction","78","vente"
"tanger",,"8222376","Votre villa haut standing au meilleur prix","https://www.mubawab.ma/fr/pa/8222376/votre-villa-haut-standing-au-meilleur-prix","achakar","3","5",,,"appartement","2026-03-28T20:40:21.342Z","haut_standing","en_cours_de_construction","315","unknown"
"tanger",,"8177576","Superbe appartement à vendre à Tanger","https://www.mubawab.ma/fr/pa/8177576/superbe-appartement-%C3%A0-vendre-%C3%A0-tanger","route nationale assilah (n1)","2","3","1000000","10000","appartement","2026-03-28T20:40:24.951Z","moyen_standing","en_cours_de_construction","100","vente"
"tanger",,"7596457","Vend appartement à View Tower","https://www.mubawab.ma/fr/pa/7596457/vend-appartement-%C3%A0-view-tower","tanger city center",,"3","2140000","31940.3","appartement","2026-03-28T20:40:25.174Z","haut_standing","finalise","67","unknown"
"meknes",,"8215357","Superbe appartement à vendre à Hay salam. Surface de 59 m²","https://www.mubawab.ma/fr/pa/8215357/superbe-appartement-%C3%A0-vendre-%C3%A0-hay-salam-surface-de-59-m%C2%B2","hay salam",,,,,"appartement","2026-03-28T20:40:29.941Z","","finalise","59","vente"
"meknes","2","8316682","Superbe appartement à vendre à Marjane. 
2 belles chambres. 
Résidence sécurisée","https://www.mubawab.ma/fr/a/8316682/superbe-appartement-%C3%A0-vendre-%C3%A0-marjane-2-belles-chambres-r%C3%A9sidence-s%C3%A9curis%C3%A9e","marjane","2","2","450000","5844.16","appartement","2026-03-28T20:40:40.045Z","","etat_bon_/_habitable","77","vente"
"meknes","2","8316674","Bel appartement a vendre à marjane","https://www.mubawab.ma/fr/a/8316674/bel-appartement-a-vendre-%C3%A0-marjane","marjane","3","2","850000","7083.33","appartement","2026-03-28T20:40:40.259Z","","etat_bon_/_habitable","120","vente"
"meknes",,"8315006","Appartement 2 facades à loti alkaram 
ouislane mks","https://www.mubawab.ma/fr/a/8315006/appartement-2-facades-%C3%A0-loti-alkaram-ouislane-mks","wislane","2","3","510000","5604.4","appartement","2026-03-28T20:40:40.446Z","","projet_neuf","91","unknown"
"meknes","1","8267055","Apparemment place d’arme Hamria","https://www.mubawab.ma/fr/a/8267055/apparemment-place-d%E2%80%99arme-hamria","hamria","2","3","600000","5454.55","appartement","2026-03-28T20:40:42.668Z","","etat_bon_/_habitable","110","unknown"
"meknes","1","8047237","Appartement à vendre a hamria ascenseur et sous sol","https://www.mubawab.ma/fr/a/8047237/appartement-%C3%A0-vendre-a-hamria-ascenseur-et-sous-sol","hamria","2","5",,,"appartement","2026-03-28T20:40:44.778Z","","etat_bon_/_habitable","142","vente"
"meknes","2","8314205","Appartement neuf a vendre","https://www.mubawab.ma/fr/a/8314205/appartement-neuf-a-vendre","hay salam","1","3","390000","4875","appartement","2026-03-28T20:40:47.550Z","","jamais_habite_/_renove","80","vente"
"meknes",,"8102698","Appartement à vendre Manazil Alismailia","https://www.mubawab.ma/fr/a/8102698/appartement-%C3%A0-vendre-manazil-alismailia","marjane","2","5","360000","4675.32","appartement","2026-03-28T20:40:48.241Z","","etat_bon_/_habitable","77","vente"
"meknes","4","8312003","Appartement à vendre","https://www.mubawab.ma/fr/a/8312003/appartement-%C3%A0-vendre","centre","1","2","380000","4042.55","appartement","2026-03-28T20:40:50.599Z","","etat_bon_/_habitable","94","vente"
"meknes","2","8311353","Appartement a chahdia a vendre","https://www.mubawab.ma/fr/a/8311353/appartement-a-chahdia-a-vendre","marjane","2","2","540000","4500","appartement","2026-03-28T20:40:54.348Z","","etat_bon_/_habitable","120","vente"
"meknes","6","8068603","Vend appartement à Hamria. 3 belles chambres. Ascenseur et places de parking.","https://www.mubawab.ma/fr/a/8068603/vend-appartement-%C3%A0-hamria-3-belles-chambres-ascenseur-et-places-de-parking-","hamria","2","2","1700000","6910.57","appartement","2026-03-28T20:40:54.422Z","","etat_bon_/_habitable","246","unknown"
"meknes","3","8310755","Appartement à vendre","https://www.mubawab.ma/fr/a/8310755/appartement-%C3%A0-vendre","hamria","3","6","900000","7142.86","appartement","2026-03-28T20:40:56.762Z","","etat_bon_/_habitable","126","vente"
"meknes","1","8310630","Appartement en vente à Hamria. Surface totale 210 m². Porte blindée, salon marocain","https://www.mubawab.ma/fr/a/8310630/appartement-en-vente-%C3%A0-hamria-surface-totale-210-m%C2%B2-porte-blind%C3%A9e-salon-marocain","hamria","3","5","7800","37.14","appartement","2026-03-28T20:40:58.953Z","","etat_bon_/_habitable","210","vente"
"meknes","1","8310156","Appartement à vendre à hamria","https://www.mubawab.ma/fr/a/8310156/appartement-%C3%A0-vendre-%C3%A0-hamria","hamria","2","2","1000000","6993.01","appartement","2026-03-28T20:41:01.074Z","","etat_bon_/_habitable","143","vente"
"meknes",,"8309286","Bel appartement à vendre à Marjane. Surface totale 70 m². Salon Marocain, sécurité","https://www.mubawab.ma/fr/a/8309286/bel-appartement-%C3%A0-vendre-%C3%A0-marjane-surface-totale-70-m%C2%B2-salon-marocain-s%C3%A9curit%C3%A9","marjane","1","2","360000","5142.86","appartement","2026-03-28T20:41:03.352Z","","projet_neuf","70","vente"
"meknes",,"8309137","Appartement au cœur de la ville de Hamria","https://www.mubawab.ma/fr/a/8309137/appartement-au-c%C5%93ur-de-la-ville-de-hamria","centre","2","3","1100000","9166.67","appartement","2026-03-28T20:41:05.579Z","","projet_neuf","120","unknown"
"meknes","2","8308410","Appartement au cœur de la ville Hamariya","https://www.mubawab.ma/fr/a/8308410/appartement-au-c%C5%93ur-de-la-ville-hamariya","hamria","2","3","6800000","53125","appartement","2026-03-28T20:41:07.861Z","","etat_bon_/_habitable","128","unknown"
"meknes","1","7541437","Apparemment deux façade avec ascenseur et sous sol","https://www.mubawab.ma/fr/a/7541437/apparemment-deux-fa%C3%A7ade-avec-ascenseur-et-sous-sol","marjane","3","6","500000","5000","appartement","2026-03-28T20:41:10.079Z","","etat_bon_/_habitable","100","unknown"
"meknes","2","8306973","Appartement 2 face a RDC maison R2 a atakadaw","https://www.mubawab.ma/fr/a/8306973/appartement-2-face-a-rdc-maison-r2-a-atakadaw","marjane","1","3","600000","6000","appartement","2026-03-28T20:41:12.171Z","","projet_neuf","100","unknown"
"meknes",,"8304176","Imm à vendre","https://www.mubawab.ma/fr/a/8304176/imm-%C3%A0-vendre","ancien combatant","1",,"1200000","7843.14","appartement","2026-03-28T20:41:14.350Z","","etat_bon_/_habitable","153","vente"
"meknes","1","8303436","Appartement à l'achat à Al bassatine. 
7 pièces","https://www.mubawab.ma/fr/a/8303436/appartement-%C3%A0-l-achat-%C3%A0-al-bassatine-7-pi%C3%A8ces","al bassatine","3","7","850000","6343.28","appartement","2026-03-28T20:41:15.149Z","","projet_neuf","134","unknown"
"meknes","3","8303431","Superbe appartement à vendre à Hamria.
Superficie 118 m².
Ascenseur","https://www.mubawab.ma/fr/a/8303431/superbe-appartement-%C3%A0-vendre-%C3%A0-hamria-superficie-118-m%C2%B2-ascenseur","hamria","1","6","790000","6694.92","appartement","2026-03-28T20:41:17.456Z","","projet_neuf","118","vente"
"meknes","6","7413611","Bel appartement à vendre av des FAR","https://www.mubawab.ma/fr/a/7413611/bel-appartement-%C3%A0-vendre-av-des-far","hamria","2","4","950000","7364.34","appartement","2026-03-28T20:41:19.852Z","","etat_bon_/_habitable","129","vente"
"meknes","2","8301020","Appartement Meublé à vendre à Hamria. 3 pièces. Salon et deux salles de bain","https://www.mubawab.ma/fr/a/8301020/appartement-meubl%C3%A9-%C3%A0-vendre-%C3%A0-hamria-3-pi%C3%A8ces-salon-et-deux-salles-de-bain","hamria","2","3",,,"appartement","2026-03-28T20:41:22.174Z","","projet_neuf","70","vente"
"meknes","6","8300951","Appartement deux façades 
Quatre balcons proximité Hôtel Tafilalet","https://www.mubawab.ma/fr/a/8300951/appartement-deux-fa%C3%A7ades-quatre-balcons-proximit%C3%A9-h%C3%B4tel-tafilalet","hamria","2","5",,,"appartement","2026-03-28T20:41:24.041Z","","projet_neuf","130","unknown"
"meknes","7","8300944","Appartement bon affaire 168 mètres proximité Makhbazat 
agadir Hamria","https://www.mubawab.ma/fr/a/8300944/appartement-bon-affaire-168-m%C3%A8tres-proximit%C3%A9-makhbazat-agadir-hamria","hamria","3","6","850000","5059.52","appartement","2026-03-28T20:41:26.181Z","","etat_bon_/_habitable","168","unknown"
"meknes","2","8300940","Appartement haut standing vue jardin luxe","https://www.mubawab.ma/fr/a/8300940/appartement-haut-standing-vue-jardin-luxe","hamria","2","6",,,"appartement","2026-03-28T20:41:28.847Z","","projet_neuf","203","unknown"
"meknes","3","8300936","Appartement de luxe jardin piscine proximité Avenue des Far","https://www.mubawab.ma/fr/a/8300936/appartement-de-luxe-jardin-piscine-proximit%C3%A9-avenue-des-far","hamria","2","5","780000","7800","appartement","2026-03-28T20:41:31.544Z","","projet_neuf","100","unknown"
"meknes","3","8300916","Appartement de vos rêves proximité Avenue des Far","https://www.mubawab.ma/fr/a/8300916/appartement-de-vos-r%C3%AAves-proximit%C3%A9-avenue-des-far","hamria","2","4",,,"appartement","2026-03-28T20:41:31.569Z","","projet_neuf","86","unknown"
"meknes","1","8300911","Appartement subventionné luxe Avenue Assaadiyine","https://www.mubawab.ma/fr/a/8300911/appartement-subventionn%C3%A9-luxe-avenue-assaadiyine","hamria","2","6",,,"appartement","2026-03-28T20:41:34.090Z","","projet_neuf","138","unknown"
"meknes","2","8300907","Luxueux appartement proximité Avenue des Far","https://www.mubawab.ma/fr/a/8300907/luxueux-appartement-proximit%C3%A9-avenue-des-far","hamria","2","5",,,"appartement","2026-03-28T20:41:36.653Z","","projet_neuf","123","unknown"
"meknes","3","8300906","Appartement de luxe proximité Hôtel Tafilalet","https://www.mubawab.ma/fr/a/8300906/appartement-de-luxe-proximit%C3%A9-h%C3%B4tel-tafilalet","hamria","2","5",,,"appartement","2026-03-28T20:41:37.166Z","","projet_neuf","112","unknown"
"meknes","1","8300903","Appartement de luxe subventionné proximité supermarché marjane décathlon luxe","https://www.mubawab.ma/fr/a/8300903/appartement-de-luxe-subventionn%C3%A9-proximit%C3%A9-supermarch%C3%A9-marjane-d%C3%A9cathlon-luxe","marjane","2","5","700000","6250","appartement","2026-03-28T20:41:40.184Z","","projet_neuf","112","unknown"
"oujda","5","7947389","Charmant appartement a vendre","https://www.mubawab.ma/fr/a/7947389/charmant-appartement-a-vendre","centre ville","1","4","880000","6769.23","appartement","2026-03-28T20:41:43.449Z","","etat_bon_/_habitable","130","vente"
