"city","floor","listing_id","listing_title","listing_url","neighborhood","num_bathrooms","num_rooms","price_dh","price_per_m2","property_type","scraped_at","standing","state","surface_m2","transaction_type"
"marrakech",,"8319426","Apparte à vendre à guékiz","https://www.mubawab.ma/fr/a/8319426/apparte-%C3%A0-vendre-%C3%A0-gu%C3%A9kiz","gueliz","1","5",,,"appartement","2026-03-28T20:55:12.070Z","","etat_bon_/_habitable","106","vente"
"marrakech",,"8319596","Splendide apprt 3 chs prestigia","https://www.mubawab.ma/fr/a/8319596/splendide-apprt-3-chs-prestigia","agdal","1","7","2900000","29000","appartement","2026-03-28T20:55:15.350Z","","etat_bon_/_habitable","100","unknown"
"marrakech","4","8275966","Vend appartement à Guéliz. Surface totale 95 m². Meublé","https://www.mubawab.ma/fr/a/8275966/vend-appartement-%C3%A0-gu%C3%A9liz-surface-totale-95-m%C2%B2-meubl%C3%A9","gueliz","2","4","16500000","173684.21","appartement","2026-03-28T20:55:15.571Z","","etat_bon_/_habitable","95","unknown"
"marrakech",,"8321813","Appartement plein sud 85m avec terrasse situé à la Palmeraie","https://www.mubawab.ma/fr/a/8321813/appartement-plein-sud-85m-avec-terrasse-situ%C3%A9-%C3%A0-la-palmeraie","ennakhil (palmeraie)","1","4","8000","94.12","appartement","2026-03-28T20:55:18.272Z","","etat_bon_/_habitable","85","unknown"
"marrakech",,"8320090","Appartement de luxe – Prestigia Opal – Rez de jardin","https://www.mubawab.ma/fr/a/8320090/appartement-de-luxe-%E2%80%93-prestigia-opal-%E2%80%93-rez-de-jardin","route amizmiz","1","4","3200000","29090.91","appartement","2026-03-28T20:55:22.338Z","","etat_bon_/_habitable","110","unknown"
"marrakech","1","8308905","Joli appartement à vendre meublé à Noria","https://www.mubawab.ma/fr/a/8308905/joli-appartement-%C3%A0-vendre-meubl%C3%A9-%C3%A0-noria","route amizmiz","2","3","2250000","26785.71","appartement","2026-03-28T20:55:22.476Z","","etat_bon_/_habitable","84","vente"
"marrakech",,"8289144","Vente d'un beau duplexe à Camp Al Ghoul derrière victor hugo","https://www.mubawab.ma/fr/a/8289144/vente-d-un-beau-duplexe-%C3%A0-camp-al-ghoul-derri%C3%A8re-victor-hugo","camp al ghoul","2","3","2100000","15555.56","appartement","2026-03-28T20:55:25.382Z","","etat_bon_/_habitable","135","vente"
"marrakech","1","8297312","Opportunité à saisir 2 chambres prestigia","https://www.mubawab.ma/fr/a/8297312/opportunit%C3%A9-%C3%A0-saisir-2-chambres-prestigia","agdal","2","3","2300000","28750","appartement","2026-03-28T20:55:29.842Z","","etat_bon_/_habitable","80","unknown"
"marrakech","2","8154030","Des appartements neufs a Bouaakaz Chrifia 
SUP de 67 m² a 87 m²","https://www.mubawab.ma/fr/a/8154030/des-appartements-neufs-a-bouaakaz-chrifia-sup-de-67-m%C2%B2-a-87-m%C2%B2","mhamid","2","4","737000","11000","appartement","2026-03-28T20:55:30.650Z","","etat_bon_/_habitable","67","unknown"
"marrakech",,"8144799","Studios et Appartements de prestige dans une résidence de luxe","https://www.mubawab.ma/fr/a/8144799/studios-et-appartements-de-prestige-dans-une-r%C3%A9sidence-de-luxe","route casablanca","1","2","16000","410.26","appartement","2026-03-28T20:55:31.683Z","","projet_neuf","39","unknown"
"marrakech",,"8301463","Duplex une chambre 46M² à Guéliz","https://www.mubawab.ma/fr/pa/8301463/duplex-une-chambre-46m%C2%B2-%C3%A0-gu%C3%A9liz","gueliz","2",,"855000","18586.96","appartement","2026-03-28T20:55:34.676Z","haut_standing","en_cours_de_construction","46","unknown"
"marrakech","1","8292258","Appartement à Gueliz","https://www.mubawab.ma/fr/a/8292258/appartement-%C3%A0-gueliz","gueliz","1","2","1550000","14090.91","appartement","2026-03-28T20:55:38.544Z","","etat_bon_/_habitable","110","unknown"
"marrakech",,"8158295","Bel appartement de 75 m² à vendre au Nouveau Gueliz Guéliz","https://www.mubawab.ma/fr/pa/8158295/bel-appartement-de-75-m%C2%B2-%C3%A0-vendre-au-nouveau-gueliz-gu%C3%A9liz","gueliz","1","3","1225000","16333.33","appartement","2026-03-28T20:55:40.650Z","haut_standing","en_cours_de_construction","75","vente"
"marrakech","4","8307157","Appartement à Vendre situé à coté de Macdonald","https://www.mubawab.ma/fr/a/8307157/appartement-%C3%A0-vendre-situ%C3%A9-%C3%A0-cot%C3%A9-de-macdonald","ouasis","1","3","750000","12500","appartement","2026-03-28T20:55:44.647Z","","etat_bon_/_habitable","60","vente"
"marrakech",,"8321805","Opportunité exceptionnelle à saisir sur Marrakech","https://www.mubawab.ma/fr/a/8321805/opportunit%C3%A9-exceptionnelle-%C3%A0-saisir-sur-marrakech","route casablanca","3","3","2400000","13559.32","appartement","2026-03-28T20:55:47.553Z","","etat_bon_/_habitable","177","unknown"
"agadir",,"8305131","Appartement à l'achat à Abattoirs. 2 chambres","https://www.mubawab.ma/fr/pa/8305131/appartement-%C3%A0-l-achat-%C3%A0-abattoirs-2-chambres","abattoirs","2","2","1402080","16115.86","appartement","2026-03-28T20:55:58.045Z","haut_standing","en_cours_de_construction","87","unknown"
"agadir",,"8207066","Appartement à l'achat à Hay Houda. 2 chambres agréables","https://www.mubawab.ma/fr/pa/8207066/appartement-%C3%A0-l-achat-%C3%A0-hay-houda-2-chambres-agr%C3%A9ables","hay houda","2","2","940000","13239.44","appartement","2026-03-28T20:56:01.258Z","haut_standing","en_cours_de_construction","71","unknown"
"agadir",,"8305133","Appartement à l'achat à Abattoirs. Surface totale 77 m²","https://www.mubawab.ma/fr/pa/8305133/appartement-%C3%A0-l-achat-%C3%A0-abattoirs-surface-totale-77-m%C2%B2","abattoirs","2","2","1163700","15112.99","appartement","2026-03-28T20:56:05.967Z","haut_standing","en_cours_de_construction","77","unknown"
"agadir",,"8207067","Bel appartement à vendre à Hay Houda. Surface totale 73 m²","https://www.mubawab.ma/fr/pa/8207067/bel-appartement-%C3%A0-vendre-%C3%A0-hay-houda-surface-totale-73-m%C2%B2","hay houda","2","2","898000","12301.37","appartement","2026-03-28T20:56:06.202Z","haut_standing","en_cours_de_construction","73","vente"
"agadir",,"8290928","Bel appartement refait à neuf à Salam à vendre","https://www.mubawab.ma/fr/a/8290928/bel-appartement-refait-%C3%A0-neuf-%C3%A0-salam-%C3%A0-vendre","hay salam","1","4","700000","12280.7","appartement","2026-03-28T20:56:16.051Z","","etat_bon_/_habitable","57","vente"
"agadir",,"8244811","Bel appartement de 83 m² à vendre à Salam","https://www.mubawab.ma/fr/a/8244811/bel-appartement-de-83-m%C2%B2-%C3%A0-vendre-%C3%A0-salam","hay salam","1","5","850000","10240.96","appartement","2026-03-28T20:56:16.545Z","","etat_bon_/_habitable","83","vente"
"agadir",,"8219451","Appartement contemporain avec piscine","https://www.mubawab.ma/fr/pa/8219451/appartement-contemporain-avec-piscine","hay houda","2","4","1320000","13750","appartement","2026-03-28T20:56:18.540Z","moyen_standing","en_cours_de_construction","96","unknown"
"agadir","2","8316238","Appartement à l'achat à Hay Salam. 
3 chambres agréables","https://www.mubawab.ma/fr/a/8316238/appartement-%C3%A0-l-achat-%C3%A0-hay-salam-3-chambres-agr%C3%A9ables","hay salam","1","3","500000","9615.38","appartement","2026-03-28T20:56:23.752Z","","projet_neuf","52","unknown"
"agadir",,"8315690","Vente Appartement AGDIR","https://www.mubawab.ma/fr/a/8315690/vente-appartement-agdir","hay houda","1","2","55000","1527.78","appartement","2026-03-28T20:56:24.673Z","","etat_bon_/_habitable","36","vente"
"agadir",,"8316954","Location d'un superbe appartement à un prix raisonnable et dans un excellent emplacement à Marina","https://www.mubawab.ma/fr/a/8316954/location-d-un-superbe-appartement-%C3%A0-un-prix-raisonnable-et-dans-un-excellent-emplacement-%C3%A0-marina","secteur touristique","2","2",,,"appartement","2026-03-28T20:56:24.802Z","","jamais_habite_/_renove","110","location"
"agadir",,"8315821","Vente d'un bel appartement à Siusse. 
1 chambre","https://www.mubawab.ma/fr/a/8315821/vente-d-un-bel-appartement-%C3%A0-siusse-1-chambre","siusse","1",,"5900000","12040.82","appartement","2026-03-28T20:56:28.360Z","","a_renover","490","vente"
"agadir","4","8314788","Vente d'un bel appartement à Anza. 2 grandes pièces. Avec ascenseur","https://www.mubawab.ma/fr/a/8314788/vente-d-un-bel-appartement-%C3%A0-anza-2-grandes-pi%C3%A8ces-avec-ascenseur","anza","1","2","600000","14285.71","appartement","2026-03-28T20:56:31.354Z","","projet_neuf","42","vente"
"agadir","3","8314376","Bel appartement avec finitions soignées","https://www.mubawab.ma/fr/a/8314376/bel-appartement-avec-finitions-soign%C3%A9es","hay mohammadi","2","3","950000","13380.28","appartement","2026-03-28T20:56:35.747Z","","etat_bon_/_habitable","71","unknown"
"agadir","3","8314293","Grand appartement lumineux et très calme – 170 m²","https://www.mubawab.ma/fr/a/8314293/grand-appartement-lumineux-et-tr%C3%A8s-calme-%E2%80%93-170-m%C2%B2","hay massira","2","6","1695000","9970.59","appartement","2026-03-28T20:56:37.067Z","","etat_bon_/_habitable","170","unknown"
"agadir","2","8314943","Appartements Hay Salam meublé 2 chambres","https://www.mubawab.ma/fr/a/8314943/appartements-hay-salam-meubl%C3%A9-2-chambres","hay salam","1","5","850000","9883.72","appartement","2026-03-28T20:56:38.438Z","","etat_bon_/_habitable","86","unknown"
"agadir",,"8314039","Appartement spacieux et lumineux Islane","https://www.mubawab.ma/fr/a/8314039/appartement-spacieux-et-lumineux-islane","hay mohammadi","2","4","1950000","13541.67","appartement","2026-03-28T20:56:39.949Z","","etat_bon_/_habitable","144","unknown"
"agadir","2","8306968","Appartement 3 chambres spacieux, Hay Salam","https://www.mubawab.ma/fr/a/8306968/appartement-3-chambres-spacieux-hay-salam","hay salam","1","5","895000","10406.98","appartement","2026-03-28T20:56:41.465Z","","etat_bon_/_habitable","86","unknown"
"agadir","1","8196582","Appartements avec vue sur mer","https://www.mubawab.ma/fr/a/8196582/appartements-avec-vue-sur-mer","haut anza","1","3","990000","16779.66","appartement","2026-03-28T20:56:42.576Z","","etat_bon_/_habitable","59","unknown"
"agadir",,"8306680","Appartement residence mogador","https://www.mubawab.ma/fr/a/8306680/appartement-residence-mogador","hay salam","1","3","1050000","12962.96","appartement","2026-03-28T20:56:48.655Z","","projet_neuf","81","unknown"
"agadir","1","8308558","Appartement 2 chambres lumineux – Les Amicales","https://www.mubawab.ma/fr/a/8308558/appartement-2-chambres-lumineux-%E2%80%93-les-amicales","amicales","1","4","1310000","13100","appartement","2026-03-28T20:56:48.869Z","","etat_bon_/_habitable","100","unknown"
"agadir",,"8296121","Appartement taddart anza","https://www.mubawab.ma/fr/a/8296121/appartement-taddart-anza","taddart anza","1","3","640000","10666.67","appartement","2026-03-28T20:56:52.245Z","","projet_neuf","60","unknown"
"agadir","4","8312598","A vendre appartement a Marina terrasse rooftop","https://www.mubawab.ma/fr/a/8312598/a-vendre-appartement-a-marina-terrasse-rooftop","secteur touristique","2","2","5000000","18939.39","appartement","2026-03-28T20:56:53.441Z","","etat_bon_/_habitable","264","vente"
"agadir",,"8183230","Appartement Penthouse de luxe superbe vue mer","https://www.mubawab.ma/fr/a/8183230/appartement-penthouse-de-luxe-superbe-vue-mer","secteur touristique","4","12","6600000","27500","appartement","2026-03-28T20:56:57.686Z","","etat_bon_/_habitable","240","unknown"
"agadir",,"8188279","Bel Appartement à Agadir Bay 
founti 94 m²","https://www.mubawab.ma/fr/a/8188279/bel-appartement-%C3%A0-agadir-bay-founti-94-m%C2%B2","founti","2","3","2250000","23936.17","appartement","2026-03-28T20:57:01.438Z","","etat_bon_/_habitable","94","unknown"
"agadir",,"8311344","Appartement 66 m² à vendre – Hay Salam Résidence Nahda, RDC avec terrasse","https://www.mubawab.ma/fr/a/8311344/appartement-66-m%C2%B2-%C3%A0-vendre-%E2%80%93-hay-salam-r%C3%A9sidence-nahda-rdc-avec-terrasse","hay salam","1","3","680000","10303.03","appartement","2026-03-28T20:57:03.800Z","","projet_neuf","66","vente"
"agadir","2","8286367","Vend appartement à Hay Dakhla. 3 pièces. Porte blindée et résidence sécurisée","https://www.mubawab.ma/fr/a/8286367/vend-appartement-%C3%A0-hay-dakhla-3-pi%C3%A8ces-porte-blind%C3%A9e-et-r%C3%A9sidence-s%C3%A9curis%C3%A9e","hay dakhla","2","3","1350000","12385.32","appartement","2026-03-28T20:57:06.065Z","","etat_bon_/_habitable","109","unknown"
"agadir",,"8310518","Studio Meublé 34 m² à Agadir Avenue des FAR","https://www.mubawab.ma/fr/a/8310518/studio-meubl%C3%A9-34-m%C2%B2-%C3%A0-agadir-avenue-des-far","talborjt","1",,"650000","19117.65","appartement","2026-03-28T20:57:08.943Z","","etat_bon_/_habitable","34","unknown"
"agadir","2","8311051","Appartement à 300m Souk El had Agadir","https://www.mubawab.ma/fr/a/8311051/appartement-%C3%A0-300m-souk-el-had-agadir","amsernate","1","3","950000","12179.49","appartement","2026-03-28T20:57:09.645Z","","etat_bon_/_habitable","78","unknown"
"agadir","4","8307409","Appartement 56m2 3 pièces 2 chambres","https://www.mubawab.ma/fr/a/8307409/appartement-56m2-3-pi%C3%A8ces-2-chambres","hay salam","1","3","588000","10500","appartement","2026-03-28T20:57:09.741Z","","jamais_habite_/_renove","56","unknown"
"agadir","3","8230982","Appartement à vendre à Founti. 3 chambres. Fenêtres avec double vitrage et porte blindée","https://www.mubawab.ma/fr/a/8230982/appartement-%C3%A0-vendre-%C3%A0-founti-3-chambres-fen%C3%AAtres-avec-double-vitrage-et-porte-blind%C3%A9e","founti","2","4","2700000","21600","appartement","2026-03-28T20:57:10.080Z","","etat_bon_/_habitable","125","vente"
"agadir","4","8302755","شقة للبيع 80م² بواجهتين – إقامة الأركانة حي السلام – الطابق الرابع بدون مصعد","https://www.mubawab.ma/fr/a/8302755/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-80%D9%85%C2%B2-%D8%A8%D9%88%D8%A7%D8%AC%D9%87%D8%AA%D9%8A%D9%86-%E2%80%93-%D8%A5%D9%82%D8%A7%D9%85%D8%A9-%D8%A7%D9%84%D8%A3%D8%B1%D9%83%D8%A7%D9%86%D8%A9-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D9%85-%E2%80%93-%D8%A7%D9%84%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%84%D8%B1%D8%A7%D8%A8%D8%B9-%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B5%D8%B9%D8%AF","hay salam","2","3","540000","6750","appartement","2026-03-28T20:57:16.149Z","","projet_neuf","80","unknown"
"agadir","1","8309654","Appartement avendre","https://www.mubawab.ma/fr/a/8309654/appartement-avendre","hay salam","1","3","870000","10000","appartement","2026-03-28T20:57:18.561Z","","etat_bon_/_habitable","87","vente"
"agadir","5","8309727","Appartement à vendre à Hay Mohammadi 
islane 130 m²","https://www.mubawab.ma/fr/a/8309727/appartement-%C3%A0-vendre-%C3%A0-hay-mohammadi-islane-130-m%C2%B2","hay mohammadi","3","3","1860000","14307.69","appartement","2026-03-28T20:57:18.850Z","","etat_bon_/_habitable","130","vente"
"rabat",,"8089335","Appartement Exclusive à vendre 136 m²","https://www.mubawab.ma/fr/a/8089335/appartement-exclusive-%C3%A0-vendre-136-m%C2%B2","riyad extension","2","5","1980000","14558.82","appartement","2026-03-28T20:58:20.946Z","","etat_bon_/_habitable","136","vente"
"rabat",,"8111061","Vente Appartement Rabat Bas Agdal","https://www.mubawab.ma/fr/a/8111061/vente-appartement-rabat-bas-agdal","agdal","2","5","3500000","11666.67","appartement","2026-03-28T20:58:24.842Z","","etat_bon_/_habitable","300","vente"
"rabat",,"8121263","Vente Appartement Rabat Hay Riad","https://www.mubawab.ma/fr/a/8121263/vente-appartement-rabat-hay-riad","riyad","2","8","5800000","27619.05","appartement","2026-03-28T20:58:30.044Z","","etat_bon_/_habitable","210","vente"
"rabat",,"8143686","Vente Appartement Rabat Hay Riad","https://www.mubawab.ma/fr/a/8143686/vente-appartement-rabat-hay-riad","riyad","3","6","3700000","16972.48","appartement","2026-03-28T20:58:33.472Z","","etat_bon_/_habitable","218","vente"
"rabat",,"8143751","Vente Appartement Rabat Agdal","https://www.mubawab.ma/fr/a/8143751/vente-appartement-rabat-agdal","haut agdal","2","5","3185000","17500","appartement","2026-03-28T20:58:37.950Z","","etat_bon_/_habitable","182","vente"
"rabat",,"8197584","Joli Appartement à Rafraîchir à Vendre 
Bas Agdal","https://www.mubawab.ma/fr/a/8197584/joli-appartement-%C3%A0-rafra%C3%AEchir-%C3%A0-vendre-bas-agdal","agdal","2","5","2970000","18000","appartement","2026-03-28T20:58:42.755Z","","etat_bon_/_habitable","165","vente"
"rabat",,"8237992","Exclusivité – vente appartement hay riad, rabat","https://www.mubawab.ma/fr/a/8237992/exclusivit%C3%A9-%E2%80%93-vente-appartement-hay-riad-rabat","riyad","2","4","3800000","21229.05","appartement","2026-03-28T20:58:49.577Z","","etat_bon_/_habitable","179","vente"
"rabat","3","8288978","Vente appartement à rabat hay riad","https://www.mubawab.ma/fr/a/8288978/vente-appartement-%C3%A0-rabat-hay-riad","riyad","2","7","4000000","24390.24","appartement","2026-03-28T20:58:57.747Z","","etat_bon_/_habitable","164","vente"
"rabat","6","8319851","Vend appartement meublé haut standing à Agdal. 2 chambres agréables. Meublé","https://www.mubawab.ma/fr/a/8319851/vend-appartement-meubl%C3%A9-haut-standing-%C3%A0-agdal-2-chambres-agr%C3%A9ables-meubl%C3%A9","agdal","2","2","2950000","25652.17","appartement","2026-03-28T20:59:03.862Z","","projet_neuf","115","unknown"
"rabat",,"8290049","Vente appartement en exclusivité à rabat hay riad","https://www.mubawab.ma/fr/a/8290049/vente-appartement-en-exclusivit%C3%A9-%C3%A0-rabat-hay-riad","riyad","2","7","4972000","22000","appartement","2026-03-28T20:59:04.942Z","","etat_bon_/_habitable","226","vente"
"rabat",,"8319820","Appartement d’une chambre salon à vendre à rabat agdal","https://www.mubawab.ma/fr/a/8319820/appartement-d%E2%80%99une-chambre-salon-%C3%A0-vendre-%C3%A0-rabat-agdal","agdal","2",,"1200000","20000","appartement","2026-03-28T20:59:06.543Z","","etat_bon_/_habitable","60","vente"
"rabat","2","8319178","Apparemment à vendre","https://www.mubawab.ma/fr/a/8319178/apparemment-%C3%A0-vendre","hassan - centre ville","1","2","1300000","15476.19","appartement","2026-03-28T20:59:12.901Z","","jamais_habite_/_renove","84","vente"
"rabat","8","8294854","Vente d'un bel appartement à Riyad. 3 chambres agréables. Avec ascenseur et terrasse","https://www.mubawab.ma/fr/a/8294854/vente-d-un-bel-appartement-%C3%A0-riyad-3-chambres-agr%C3%A9ables-avec-ascenseur-et-terrasse","riyad","2","5","5200000","24186.05","appartement","2026-03-28T20:59:13.550Z","","etat_bon_/_habitable","215","vente"
"rabat","5","8217169","À vendre – Appartement 105m² aménagé bureau Agdal","https://www.mubawab.ma/fr/a/8217169/%C3%A0-vendre-%E2%80%93-appartement-105m%C2%B2-am%C3%A9nag%C3%A9-bureau-agdal","agdal","1","5","2000000","19047.62","appartement","2026-03-28T20:59:13.552Z","","etat_bon_/_habitable","105","vente"
"rabat",,"8319025","Studio à vendre à Agdal. 
1 chambre","https://www.mubawab.ma/fr/a/8319025/studio-%C3%A0-vendre-%C3%A0-agdal-1-chambre","agdal","1","2","1100000","29729.73","appartement","2026-03-28T20:59:13.741Z","","etat_bon_/_habitable","37","vente"
"rabat",,"8270363","Vente appartement moderne","https://www.mubawab.ma/fr/a/8270363/vente-appartement-moderne","riyad","2","6",,,"appartement","2026-03-28T20:59:20.642Z","","etat_bon_/_habitable","183","vente"
"rabat","1","8318653","Appartement coquet à vendre 
Hay Riyad 
Rabat","https://www.mubawab.ma/fr/a/8318653/appartement-coquet-%C3%A0-vendre-hay-riyad-rabat","riyad","2","5","4200000","24418.6","appartement","2026-03-28T20:59:22.969Z","","etat_bon_/_habitable","172","vente"
"rabat","4","8304240","Appartement à vendre – Agdal","https://www.mubawab.ma/fr/a/8304240/appartement-%C3%A0-vendre-%E2%80%93-agdal","agdal","2","4","4400000","16541.35","appartement","2026-03-28T20:59:25.852Z","","a_renover","266","vente"
"rabat",,"8215941","Vente d’un superbe duplex sur prestigia hay riad","https://www.mubawab.ma/fr/a/8215941/vente-d%E2%80%99un-superbe-duplex-sur-prestigia-hay-riad","riyad","4","7","7500000","18750","appartement","2026-03-28T20:59:40.676Z","","etat_bon_/_habitable","400","vente"
"rabat",,"8147208","Bel appartement dans une résidence fermée à la Marina","https://www.mubawab.ma/fr/a/8147208/bel-appartement-dans-une-r%C3%A9sidence-ferm%C3%A9e-%C3%A0-la-marina","","2","4","2800000","28000","appartement","2026-03-28T20:59:48.042Z","","","100","unknown"
"rabat","3","8314269","Superbe appartement à vendre à Souissi. 2 belles chambres. Porte blindée et résidence sécurisée","https://www.mubawab.ma/fr/a/8314269/superbe-appartement-%C3%A0-vendre-%C3%A0-souissi-2-belles-chambres-porte-blind%C3%A9e-et-r%C3%A9sidence-s%C3%A9curis%C3%A9e","souissi","2","2",,,"appartement","2026-03-28T20:59:50.865Z","","projet_neuf","175","vente"
"rabat",,"8301800","Superbe appartement à vendre à Agdal. 3 belles chambres. Ascenseur et places de parking","https://www.mubawab.ma/fr/a/8301800/superbe-appartement-%C3%A0-vendre-%C3%A0-agdal-3-belles-chambres-ascenseur-et-places-de-parking","agdal","3","2",,,"appartement","2026-03-28T20:59:53.794Z","","etat_bon_/_habitable","175","vente"
"rabat","4","8318414","Vente appartement Rabat Hay Riad Prestigia","https://www.mubawab.ma/fr/a/8318414/vente-appartement-rabat-hay-riad-prestigia","riyad","2","4","4700000","28484.85","appartement","2026-03-28T20:59:56.707Z","","etat_bon_/_habitable","165","vente"
"rabat","1","8318241","Appartement à vendre à Prestigia Hay Riad","https://www.mubawab.ma/fr/a/8318241/appartement-%C3%A0-vendre-%C3%A0-prestigia-hay-riad","riyad","2","4","3300000","20245.4","appartement","2026-03-28T20:59:57.163Z","","etat_bon_/_habitable","163","vente"
"rabat","4","8303781","Appartement Triplex d’Exception à Vendre a hay Riad","https://www.mubawab.ma/fr/a/8303781/appartement-triplex-d%E2%80%99exception-%C3%A0-vendre-a-hay-riad","riyad","5","4","10138000","24311.75","appartement","2026-03-28T20:59:59.452Z","","jamais_habite_/_renove","417","vente"
"rabat","20","8272218","Maison à vendre bas agdal","https://www.mubawab.ma/fr/a/8272218/maison-%C3%A0-vendre-bas-agdal","agdal","3","5","2400000","18461.54","appartement","2026-03-28T21:00:02.561Z","","etat_bon_/_habitable","130","vente"
"rabat",,"8152034","Vente Appartement RDC avec jardin 
Rabat Mabella","https://www.mubawab.ma/fr/a/8152034/vente-appartement-rdc-avec-jardin-rabat-mabella","aviation - mabella","2","4","2700000","12500","appartement","2026-03-28T21:00:02.542Z","","etat_bon_/_habitable","216","vente"
"rabat",,"8201202","Vente Appartement Bas Agdal Rabat","https://www.mubawab.ma/fr/a/8201202/vente-appartement-bas-agdal-rabat","agdal","1","5","2000000","15151.52","appartement","2026-03-28T21:00:02.582Z","","etat_bon_/_habitable","132","vente"
"rabat","5","7683881","Exceptionnel Penthouse haut standing Hay Riad","https://www.mubawab.ma/fr/a/7683881/exceptionnel-penthouse-haut-standing-hay-riad","riyad","3","7","10000000","14285.71","appartement","2026-03-28T21:00:10.838Z","","etat_bon_/_habitable","700","unknown"
"rabat",,"8242020","Vente appartement d'exception hay riad rabat","https://www.mubawab.ma/fr/a/8242020/vente-appartement-d-exception-hay-riad-rabat","riyad","3","6","5600000","22857.14","appartement","2026-03-28T21:00:12.446Z","","etat_bon_/_habitable","245","vente"
"rabat",,"8224525","Appartement à vendre bas agdal 
rabat","https://www.mubawab.ma/fr/a/8224525/appartement-%C3%A0-vendre-bas-agdal-rabat","agdal","2","5","2497000","17835.71","appartement","2026-03-28T21:00:12.542Z","","etat_bon_/_habitable","140","vente"
"rabat",,"8248753","Vente appartement exclusif haut agdal, rabat","https://www.mubawab.ma/fr/a/8248753/vente-appartement-exclusif-haut-agdal-rabat","haut agdal","2","6","5400000","20930.23","appartement","2026-03-28T21:00:12.670Z","","etat_bon_/_habitable","258","vente"
"tanger",,"7596448","Bel appartement à vendre à View Tower. Superficie 81 m²","https://www.mubawab.ma/fr/pa/7596448/bel-appartement-%C3%A0-vendre-%C3%A0-view-tower-superficie-81-m%C2%B2","tanger city center",,"3","2590000","29770.11","appartement","2026-03-28T21:00:25.043Z","haut_standing","finalise","87","vente"
"tanger",,"8156446","Villas belazur","https://www.mubawab.ma/fr/pa/8156446/villas-belazur","achakar","3","5",,,"appartement","2026-03-28T21:00:25.841Z","haut_standing","en_cours_de_construction","245","unknown"
"tanger","3","8266112","Appartement moderne dans un projet résidentiel confortable à Tanger","https://www.mubawab.ma/fr/pa/8266112/appartement-moderne-dans-un-projet-r%C3%A9sidentiel-confortable-%C3%A0-tanger","beni touzine","1","2","700000","10769.23","appartement","2026-03-28T21:00:25.839Z","moyen_standing","en_cours_de_construction","65","unknown"
"tanger","1","8223926","Appartement 51 m² – Blue Bay, Malabata Hills","https://www.mubawab.ma/fr/pa/8223926/appartement-51-m%C2%B2-%E2%80%93-blue-bay-malabata-hills","malabata","1","4","23500","460.78","appartement","2026-03-28T21:00:26.239Z","haut_standing","en_cours_de_construction","51","unknown"
"tanger",,"7215355","Appartement à l'achat à Tanger quartier Ziaten. Superficie 130 m². Prestation de conciergerie, belle Piscine","https://www.mubawab.ma/fr/pa/7215355/appartement-%C3%A0-l-achat-%C3%A0-tanger-quartier-ziaten-superficie-130-m%C2%B2-prestation-de-conciergerie-belle-piscine","ziaten","2","4",,,"appartement","2026-03-28T21:00:26.594Z","haut_standing","en_cours_de_construction","140","unknown"
"tanger","6","8251685","Appartement 64 m² avec terrasse de 50 m² à Tanger","https://www.mubawab.ma/fr/pa/8251685/appartement-64-m%C2%B2-avec-terrasse-de-50-m%C2%B2-%C3%A0-tanger","beni touzine","1","2","11000","123.6","appartement","2026-03-28T21:00:30.456Z","moyen_standing","en_cours_de_construction","89","unknown"
"tanger",,"7952120","Appartement à vendre à Tanger. 2 belles chambres","https://www.mubawab.ma/fr/pa/7952120/appartement-%C3%A0-vendre-%C3%A0-tanger-2-belles-chambres","zone industrielle mghogha","2","3","600000","5042.02","appartement","2026-03-28T21:00:34.144Z","moyen_standing","en_cours_de_construction","119","vente"
"tanger",,"7598652","Appartement à l'achat à De La Plage. 3 belles chambres","https://www.mubawab.ma/fr/pa/7598652/appartement-%C3%A0-l-achat-%C3%A0-de-la-plage-3-belles-chambres","de la plage","2","4",,,"appartement","2026-03-28T21:00:35.245Z","haut_standing","finalise","149","unknown"
"tanger","5","8034034","Vente d'un bel appartement à Mesnana golf","https://www.mubawab.ma/fr/a/8034034/vente-d-un-bel-appartement-%C3%A0-mesnana-golf","mesnana","2","4","1170000","9915.25","appartement","2026-03-28T21:00:35.446Z","","etat_bon_/_habitable","118","vente"
"tanger","6","8256160","Bel Appartement à vendre Boulevard Mly Youssef","https://www.mubawab.ma/fr/a/8256160/bel-appartement-%C3%A0-vendre-boulevard-mly-youssef","centre","2","3","1550000","13025.21","appartement","2026-03-28T21:00:36.239Z","","etat_bon_/_habitable","119","vente"
"tanger","2","7815126","Nouveau projet touristique sur la zone de Mnar","https://www.mubawab.ma/fr/a/7815126/nouveau-projet-touristique-sur-la-zone-de-mnar","manar","2","2",,,"appartement","2026-03-28T21:00:39.077Z","","etat_bon_/_habitable","67","unknown"
"tanger",,"8317063","Appartement de luxe meublé à vendre","https://www.mubawab.ma/fr/a/8317063/appartement-de-luxe-meubl%C3%A9-%C3%A0-vendre","centre","2","5","5500000","42307.69","appartement","2026-03-28T21:00:43.449Z","","projet_neuf","130","vente"
